sim_index,route_name,route_type,phase,leg_index,minute_from_start,leg_minute,from_wpt,to_wpt,from_name,to_name,lat_deg,lon_deg,cog_deg,sog_knots,distance_from_start_nm,distance_to_go_nm
10,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,0,10,10,1,2,Suez1,Suez2,29.879058798091034,32.54987026020034,352.63893705194414,10.0,1.6441809392486226,93.20177266629456
11,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,0,11,11,1,2,Suez1,Suez2,29.881774671110627,32.54946549836177,352.63893705194414,10.0,1.808599033173485,93.03735457236971
12,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,0,12,12,1,2,Suez1,Suez2,29.884490542894945,32.54906071447387,352.63893705194414,10.0,1.973017127098347,92.87293647844484
13,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,0,13,13,1,2,Suez1,Suez2,29.887206413443803,32.548655908533014,352.63893705194414,10.0,2.1374352210232095,92.70851838451998
14,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,0,14,14,1,2,Suez1,Suez2,29.889922282756988,32.54825108053561,352.63893705194414,10.0,2.3018533149480715,92.54410029059511
15,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,0,15,15,1,2,Suez1,Suez2,29.892638150834284,32.54784623047802,352.63893705194414,10.0,2.466271408872934,92.37968219667026
16,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,0,16,16,1,2,Suez1,Suez2,29.895354017675512,32.54744135835666,352.63893705194414,10.0,2.630689502797796,92.2152641027454
17,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,0,17,17,1,2,Suez1,Suez2,29.89806988328045,32.54703646416791,352.63893705194414,10.0,2.795107596722658,92.05084600882053
18,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,0,18,18,1,2,Suez1,Suez2,29.900785747648907,32.546631547908156,352.63893705194414,10.0,2.9595256906475207,91.88642791489566
19,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,0,19,19,1,2,Suez1,Suez2,29.90350161078068,32.546226609573765,352.63893705194414,10.0,3.1239437845723828,91.72200982097081
20,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,0,20,20,1,2,Suez1,Suez2,29.90621747267555,32.54582164916114,352.63893705194414,10.0,3.2883618784972453,91.55759172704595
21,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,1,21,0,2,3,Suez2,Suez3,29.90893333333334,32.54541666666667,21.375536033208732,10.0,3.4527799724221073,91.39317363312108
22,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,1,22,1,2,3,Suez2,Suez3,29.911430579543197,32.54654430304078,21.375536033208732,10.0,3.613791824197362,91.23216178134582
23,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,1,23,2,2,3,Suez2,Suez3,29.913927816159926,32.54767199596527,21.375536033208732,10.0,3.7748036759726165,91.07114992957057
24,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,1,24,3,2,3,Suez2,Suez3,29.916425043182088,32.54879974544844,21.375536033208732,10.0,3.935815527747871,90.91013807779531
25,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,1,25,4,2,3,Suez2,Suez3,29.918922260608234,32.54992755149863,21.375536033208732,10.0,4.096827379523126,90.74912622602007
26,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,1,26,5,2,3,Suez2,Suez3,29.921419468436913,32.55105541412415,21.375536033208732,10.0,4.25783923129838,90.58811437424481
27,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,2,27,0,3,4,Suez3,Tawfik,29.92391666666667,32.55218333333333,49.549180723250004,10.0,4.418851083073635,90.42710252246955
28,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,2,28,1,3,4,Suez3,Tawfik,29.925779238596004,32.554704025153036,49.549180723250004,10.0,4.591218459092022,90.25473514645117
29,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,2,29,2,3,4,Suez3,Tawfik,29.927641762576048,32.557224811309695,49.549180723250004,10.0,4.763585835110408,90.08236777043278
30,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,2,30,3,3,4,Suez3,Tawfik,29.929504238601403,32.55974569181151,49.549180723250004,10.0,4.935953211128794,89.9100003944144
31,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,3,31,0,4,5,Tawfik,Suez4,29.931366666666662,32.562266666666666,45.24487093319158,10.0,5.108320587147181,89.73763301839601
32,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,3,32,1,4,5,Tawfik,Suez4,29.933145881881508,32.56433738891717,45.24487093319158,10.0,5.260045000235221,89.58590860530796
33,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,3,33,2,4,5,Tawfik,Suez4,29.93492506473322,32.56640818521847,45.24487093319158,10.0,5.411769413323261,89.43418419221993
34,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,3,34,3,4,5,Tawfik,Suez4,29.93670421521833,32.568479055577214,45.24487093319158,10.0,5.5634938264113005,89.28245977913188
35,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,4,35,0,5,6,Suez4,Suez5,29.938483333333334,32.57055,41.12749631413243,10.0,5.7152182394993405,89.13073536604385
36,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,4,36,1,5,6,Suez4,Suez5,29.940633368769067,32.572716573007966,41.12749631413243,10.0,5.886596329021273,88.95935727652191
37,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,4,37,2,5,6,Suez4,Suez5,29.942783368770595,32.574883239671095,41.12749631413243,10.0,6.057974418543206,88.78797918699998
38,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,5,38,0,6,7,Suez5,Suez6,29.944933333333335,32.57705,28.40709783899058,10.0,6.22935250806514,88.61660109747805
39,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,5,39,1,6,7,Suez5,Suez6,29.947683355581336,32.578766571723925,28.40709783899058,10.0,6.417068747763418,88.42888485777976
40,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,5,40,2,6,7,Suez5,Suez6,29.950433355582575,32.58048323838559,28.40709783899058,10.0,6.604784987461697,88.24116861808149
41,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,6,41,0,7,8,Suez6,Suez7,29.95318333333333,32.5822,18.011712661805973,10.0,6.792501227159975,88.05345237838321
42,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,6,42,1,7,8,Suez6,Suez7,29.95552222804,32.58307773647565,18.011712661805973,10.0,6.940166282463645,87.90578732307954
43,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,6,43,2,7,8,Suez6,Suez7,29.957861116929166,32.583955514251514,18.011712661805973,10.0,7.087831337767314,87.75812226777587
44,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,7,44,0,8,9,Suez7,Suez8,29.960200000000004,32.584833333333336,10.08243116602074,10.0,7.235496393070984,87.6104572124722
45,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,7,45,1,8,9,Suez7,Suez8,29.962527779501645,32.58531108873069,10.08243116602074,10.0,7.377449586596743,87.46850401894645
46,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,7,46,2,8,9,Suez7,Suez8,29.964855557279495,32.58578886650742,10.08243116602074,10.0,7.519402780122502,87.32655082542068
47,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,8,47,0,9,10,Suez8,Aero,29.96718333333333,32.58626666666667,2.383270807573979,10.0,7.661355973648261,87.18459763189493
48,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,8,48,1,9,10,Suez8,Aero,29.969958333534745,32.586399988827814,2.383270807573979,10.0,7.8281125003705485,87.01784110517264
49,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,8,49,2,9,10,Suez8,Aero,29.972733333601898,32.58653331843625,2.383270807573979,10.0,7.994869027092836,86.85108457845035
50,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,8,50,3,9,10,Suez8,Aero,29.97550833353477,32.58666665549323,2.383270807573979,10.0,8.161625553815123,86.68432805172806
51,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,51,0,10,11,Aero,ElShalof,29.978283333333337,32.5868,350.9796257187319,10.0,8.328382080537411,86.51757152500578
52,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,52,1,10,11,Aero,ElShalof,29.981003001566,32.586301559543344,350.9796257187319,10.0,8.493717015826919,86.35223658971627
53,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,53,2,10,11,Aero,ElShalof,29.983722667921665,32.58580309178716,350.9796257187319,10.0,8.659051951116428,86.18690165442676
54,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,54,3,10,11,Aero,ElShalof,29.98644233240003,32.58530459672699,350.9796257187319,10.0,8.824386886405936,86.02156671913725
55,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,55,4,10,11,Aero,ElShalof,29.989161995000796,32.58480607435835,350.9796257187319,10.0,8.989721821695444,85.85623178384775
56,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,56,5,10,11,Aero,ElShalof,29.991881655723635,32.58430752467677,350.9796257187319,10.0,9.155056756984953,85.69089684855824
57,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,57,6,10,11,Aero,ElShalof,29.99460131456826,32.58380894767777,350.9796257187319,10.0,9.32039169227446,85.52556191326873
58,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,58,7,10,11,Aero,ElShalof,29.997320971534343,32.58331034335691,350.9796257187319,10.0,9.48572662756397,85.36022697797921
59,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,59,8,10,11,Aero,ElShalof,30.000040626621594,32.582811711709674,350.9796257187319,10.0,9.651061562853478,85.1948920426897
60,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,60,9,10,11,Aero,ElShalof,30.002760279829687,32.5823130527316,350.9796257187319,10.0,9.816396498142986,85.0295571074002
61,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,61,10,10,11,Aero,ElShalof,30.005479931158312,32.58181436641823,350.9796257187319,10.0,9.981731433432495,84.86422217211069
62,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,62,11,10,11,Aero,ElShalof,30.00819958060718,32.58131565276507,350.9796257187319,10.0,10.147066368722003,84.69888723682118
63,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,63,12,10,11,Aero,ElShalof,30.01091922817596,32.58081691176765,350.9796257187319,10.0,10.31240130401151,84.53355230153167
64,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,64,13,10,11,Aero,ElShalof,30.013638873864355,32.58031814342149,350.9796257187319,10.0,10.47773623930102,84.36821736624216
65,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,65,14,10,11,Aero,ElShalof,30.016358517672053,32.57981934772211,350.9796257187319,10.0,10.643071174590528,84.20288243095266
66,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,66,15,10,11,Aero,ElShalof,30.01907815959875,32.579320524665036,350.9796257187319,10.0,10.808406109880035,84.03754749566315
67,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,67,16,10,11,Aero,ElShalof,30.02179779964412,32.57882167424579,350.9796257187319,10.0,10.973741045169545,83.87221256037364
68,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,68,17,10,11,Aero,ElShalof,30.02451743780787,32.57832279645987,350.9796257187319,10.0,11.139075980459053,83.70687762508413
69,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,69,18,10,11,Aero,ElShalof,30.02723707408969,32.577823891302835,350.9796257187319,10.0,11.304410915748562,83.54154268979462
70,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,70,19,10,11,Aero,ElShalof,30.029956708489255,32.57732495877016,350.9796257187319,10.0,11.46974585103807,83.37620775450512
71,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,71,20,10,11,Aero,ElShalof,30.032676341006272,32.576825998857394,350.9796257187319,10.0,11.635080786327578,83.21087281921561
72,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,72,21,10,11,Aero,ElShalof,30.035395971640433,32.57632701156004,350.9796257187319,10.0,11.800415721617085,83.0455378839261
73,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,73,22,10,11,Aero,ElShalof,30.038115600391407,32.575827996873606,350.9796257187319,10.0,11.965750656906595,82.8802029486366
74,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,74,23,10,11,Aero,ElShalof,30.04083522725891,32.575328954793626,350.9796257187319,10.0,12.131085592196102,82.71486801334709
75,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,75,24,10,11,Aero,ElShalof,30.043554852242618,32.5748298853156,350.9796257187319,10.0,12.296420527485612,82.54953307805758
76,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,76,25,10,11,Aero,ElShalof,30.046274475342223,32.57433078843505,350.9796257187319,10.0,12.46175546277512,82.38419814276807
77,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,77,26,10,11,Aero,ElShalof,30.048994096557415,32.57383166414748,350.9796257187319,10.0,12.627090398064627,82.21886320747856
78,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,9,78,27,10,11,Aero,ElShalof,30.051713715887892,32.5733325124484,350.9796257187319,10.0,12.792425333354135,82.05352827218906
79,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,10,79,0,11,12,ElShalof,Suez9,30.054433333333332,32.57283333333334,355.0986702850275,10.0,12.957760268643645,81.88819333689955
80,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,10,80,1,11,12,ElShalof,Suez9,30.05736000127263,32.57254336762511,355.0986702850275,10.0,13.134123674418717,81.71182993112447
81,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,10,81,2,11,12,ElShalof,Suez9,30.060286668575728,32.57225338477402,355.0986702850275,10.0,13.310487080193788,81.53546652534939
82,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,10,82,3,11,12,ElShalof,Suez9,30.063213335242512,32.57196338477705,355.0986702850275,10.0,13.48685048596886,81.35910311957433
83,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,10,83,4,11,12,ElShalof,Suez9,30.066140001272863,32.571673367631156,355.0986702850275,10.0,13.663213891743931,81.18273971379925
84,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,84,0,12,13,Suez9,Suez10,30.069066666666668,32.57138333333333,358.9041744509335,10.0,13.839577297519003,81.00637630802419
85,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,85,1,12,13,Suez9,Suez10,30.07185155099123,32.571321778356214,358.9041744509335,10.0,14.006813612499252,80.83913999304393
86,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,86,2,12,13,Suez9,Suez10,30.07463643528712,32.57126021991423,358.9041744509335,10.0,14.174049927479503,80.67190367806369
87,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,87,3,12,13,Suez9,Suez10,30.07742131955433,32.5711986580068,358.9041744509335,10.0,14.341286242459752,80.50466736308343
88,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,88,4,12,13,Suez9,Suez10,30.080206203792844,32.571137092633336,358.9041744509335,10.0,14.508522557440001,80.33743104810318
89,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,89,5,12,13,Suez9,Suez10,30.08299108800267,32.57107552379326,358.9041744509335,10.0,14.67575887242025,80.17019473312294
90,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,90,6,12,13,Suez9,Suez10,30.085775972183793,32.57101395148599,358.9041744509335,10.0,14.8429951874005,80.00295841814268
91,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,91,7,12,13,Suez9,Suez10,30.088560856336215,32.57095237571093,358.9041744509335,10.0,15.01023150238075,79.83572210316244
92,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,92,8,12,13,Suez9,Suez10,30.09134574045993,32.57089079646751,358.9041744509335,10.0,15.177467817360998,79.66848578818218
93,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,93,9,12,13,Suez9,Suez10,30.094130624554932,32.57082921375514,358.9041744509335,10.0,15.34470413234125,79.50124947320194
94,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,94,10,12,13,Suez9,Suez10,30.096915508621226,32.57076762757324,358.9041744509335,10.0,15.511940447321498,79.3340131582217
95,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,95,11,12,13,Suez9,Suez10,30.099700392658782,32.57070603792122,358.9041744509335,10.0,15.679176762301747,79.16677684324144
96,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,96,12,12,13,Suez9,Suez10,30.102485276667625,32.570644444798496,358.9041744509335,10.0,15.846413077281998,78.99954052826119
97,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,97,13,12,13,Suez9,Suez10,30.105270160647734,32.57058284820448,358.9041744509335,10.0,16.013649392262245,78.83230421328093
98,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,98,14,12,13,Suez9,Suez10,30.1080550445991,32.57052124813861,358.9041744509335,10.0,16.180885707242496,78.66506789830069
99,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,99,15,12,13,Suez9,Suez10,30.11083992852172,32.57045964460027,358.9041744509335,10.0,16.348122022222746,78.49783158332045
100,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,100,16,12,13,Suez9,Suez10,30.113624812415612,32.570398037588895,358.9041744509335,10.0,16.515358337202994,78.33059526834019
101,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,101,17,12,13,Suez9,Suez10,30.11640969628074,32.57033642710389,358.9041744509335,10.0,16.682594652183244,78.16335895335995
102,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,102,18,12,13,Suez9,Suez10,30.119194580117114,32.57027481314468,358.9041744509335,10.0,16.849830967163495,77.99612263837969
103,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,103,19,12,13,Suez9,Suez10,30.12197946392473,32.57021319571067,358.9041744509335,10.0,17.017067282143742,77.82888632339944
104,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,104,20,12,13,Suez9,Suez10,30.12476434770357,32.57015157480128,358.9041744509335,10.0,17.184303597123993,77.6616500084192
105,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,105,21,12,13,Suez9,Suez10,30.127549231453656,32.570089950415934,358.9041744509335,10.0,17.351539912104244,77.49441369343894
106,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,106,22,12,13,Suez9,Suez10,30.130334115174957,32.57002832255403,358.9041744509335,10.0,17.51877622708449,77.3271773784587
107,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,107,23,12,13,Suez9,Suez10,30.13311899886748,32.56996669121499,358.9041744509335,10.0,17.68601254206474,77.15994106347844
108,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,108,24,12,13,Suez9,Suez10,30.13590388253122,32.569905056398234,358.9041744509335,10.0,17.85324885704499,76.9927047484982
109,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,109,25,12,13,Suez9,Suez10,30.13868876616617,32.56984341810317,358.9041744509335,10.0,18.02048517202524,76.82546843351795
110,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,110,26,12,13,Suez9,Suez10,30.141473649772326,32.56978177632921,358.9041744509335,10.0,18.18772148700549,76.6582321185377
111,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,111,27,12,13,Suez9,Suez10,30.144258533349678,32.56972013107577,358.9041744509335,10.0,18.35495780198574,76.49099580355744
112,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,112,28,12,13,Suez9,Suez10,30.147043416898235,32.56965848234227,358.9041744509335,10.0,18.522194116965988,76.3237594885772
113,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,113,29,12,13,Suez9,Suez10,30.149828300417973,32.56959683012811,358.9041744509335,10.0,18.68943043194624,76.15652317359695
114,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,114,30,12,13,Suez9,Suez10,30.152613183908898,32.56953517443273,358.9041744509335,10.0,18.856666746926486,75.98928685861671
115,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,115,31,12,13,Suez9,Suez10,30.155398067371003,32.56947351525551,358.9041744509335,10.0,19.023903061906736,75.82205054363645
116,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,116,32,12,13,Suez9,Suez10,30.158182950804285,32.5694118525959,358.9041744509335,10.0,19.191139376886987,75.65481422865619
117,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,117,33,12,13,Suez9,Suez10,30.16096783420875,32.569350186453285,358.9041744509335,10.0,19.358375691867238,75.48757791367595
118,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,118,34,12,13,Suez9,Suez10,30.16375271758437,32.56928851682708,358.9041744509335,10.0,19.525612006847485,75.3203415986957
119,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,119,35,12,13,Suez9,Suez10,30.166537600931154,32.56922684371672,358.9041744509335,10.0,19.692848321827736,75.15310528371545
120,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,120,36,12,13,Suez9,Suez10,30.16932248424909,32.569165167121604,358.9041744509335,10.0,19.860084636807983,74.9858689687352
121,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,121,37,12,13,Suez9,Suez10,30.172107367538185,32.56910348704114,358.9041744509335,10.0,20.027320951788234,74.81863265375495
122,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,122,38,12,13,Suez9,Suez10,30.174892250798425,32.569041803474754,358.9041744509335,10.0,20.194557266768484,74.6513963387747
123,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,123,39,12,13,Suez9,Suez10,30.177677134029807,32.56898011642185,358.9041744509335,10.0,20.36179358174873,74.48416002379446
124,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,124,40,12,13,Suez9,Suez10,30.18046201723234,32.56891842588185,358.9041744509335,10.0,20.529029896728982,74.3169237088142
125,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,125,41,12,13,Suez9,Suez10,30.183246900405983,32.56885673185414,358.9041744509335,10.0,20.69626621170923,74.14968739383396
126,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,11,126,42,12,13,Suez9,Suez10,30.18603178355077,32.568795034338166,358.9041744509335,10.0,20.86350252668948,73.9824510788537
127,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,12,127,0,13,14,Suez10,Suez11,30.18881666666667,32.568733333333334,351.7829444405979,10.0,21.03073884166973,73.81521476387346
128,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,12,128,1,13,14,Suez10,Suez11,30.19220833455141,32.56816668618378,351.7829444405979,10.0,21.23648848652733,73.60946511901585
129,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,13,129,0,14,15,Suez11,Suez12,30.1956,32.5676,344.2968963120391,10.0,21.442238131384926,73.40371547415826
130,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,13,130,1,14,15,Suez11,Suez12,30.198366669739617,32.566700025291915,344.2968963120391,10.0,21.614790592359483,73.2311630131837
131,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,14,131,0,15,16,Suez12,Bay1,30.20113333333333,32.5658,337.3742630146852,10.0,21.787343053334038,73.05861055220915
132,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,14,132,1,15,16,Suez12,Bay1,30.203483338206716,32.56466669372475,337.3742630146852,10.0,21.940203212772964,72.90575039277022
133,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,15,133,0,16,17,Bay1,Suez13,30.205833333333334,32.56353333333333,330.9050486399195,10.0,22.09306337221189,72.7528902333313
134,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,15,134,1,16,17,Bay1,Suez13,30.208287910580253,32.56195277448347,330.9050486399195,10.0,22.261719777486597,72.5842338280566
135,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,15,135,2,16,17,Bay1,Suez13,30.210742468867593,32.56037213678724,330.9050486399195,10.0,22.430376182761304,72.41557742278188
136,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,15,136,3,16,17,Bay1,Suez13,30.21319700819253,32.558791420233526,330.9050486399195,10.0,22.59903258803601,72.24692101750718
137,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,15,137,4,16,17,Bay1,Suez13,30.215651528552257,32.557210624811255,330.9050486399195,10.0,22.767688993310717,72.07826461223247
138,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,15,138,5,16,17,Bay1,Suez13,30.218106029943964,32.555629750509326,330.9050486399195,10.0,22.936345398585424,71.90960820695776
139,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,15,139,6,16,17,Bay1,Suez13,30.22056051236482,32.554048797316646,330.9050486399195,10.0,23.105001803860127,71.74095180168305
140,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,15,140,7,16,17,Bay1,Suez13,30.223014975812024,32.5524677652221,330.9050486399195,10.0,23.273658209134833,71.57229539640835
141,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,15,141,8,16,17,Bay1,Suez13,30.22546942028275,32.55088665421461,330.9050486399195,10.0,23.44231461440954,71.40363899113365
142,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,15,142,9,16,17,Bay1,Suez13,30.227923845774193,32.549305464283044,330.9050486399195,10.0,23.610971019684246,71.23498258585894
143,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,15,143,10,16,17,Bay1,Suez13,30.230378252283526,32.547724195416336,330.9050486399195,10.0,23.779627424958953,71.06632618058424
144,SUEZ CANAL NB,SEA,PILOT_TO_PILOT,15,144,11,16,17,Bay1,Suez13,30.232832639807942,32.546142847603356,330.9050486399195,10.0,23.94828383023366,70.89766977530952
