sim_index,route_name,route_type,phase,leg_index,minute_from_start,leg_minute,from_wpt,to_wpt,from_name,to_name,lat_deg,lon_deg,cog_deg,sog_knots,distance_from_start_nm,distance_to_go_nm
26,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,2,26,12,3,4,IsoLtb,EasternLtb,1.2898942487974911,104.16549360034273,261.47142245150883,12.0,5.207092995295543,17.021638562386464
27,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,2,27,13,3,4,IsoLtb,EasternLtb,1.2894062424475263,104.16223890849675,261.47142245150883,12.0,5.404641640608362,16.824089917073646
28,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,2,28,14,3,4,IsoLtb,EasternLtb,1.2889182319382881,104.15898421789869,261.47142245150883,12.0,5.60219028592118,16.62654127176083
29,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,2,29,15,3,4,IsoLtb,EasternLtb,1.2884302172713529,104.1557295285481,261.47142245150883,12.0,5.799738931233998,16.428992626448007
30,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,2,30,16,3,4,IsoLtb,EasternLtb,1.2879421984482968,104.15247484044447,261.47142245150883,12.0,5.997287576546816,16.231443981135193
31,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,2,31,17,3,4,IsoLtb,EasternLtb,1.2874541754706972,104.1492201535874,261.47142245150883,12.0,6.194836221859634,16.033895335822372
32,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,2,32,18,3,4,IsoLtb,EasternLtb,1.286966148340129,104.14596546797637,261.47142245150883,12.0,6.392384867172453,15.836346690509554
33,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,2,33,19,3,4,IsoLtb,EasternLtb,1.2864781170581698,104.14271078361095,261.47142245150883,12.0,6.5899335124852705,15.638798045196737
34,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,2,34,20,3,4,IsoLtb,EasternLtb,1.2859900816263956,104.13945610049068,261.47142245150883,12.0,6.787482157798088,15.441249399883919
35,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,2,35,21,3,4,IsoLtb,EasternLtb,1.285502042046382,104.13620141861507,261.47142245150883,12.0,6.985030803110907,15.243700754571101
36,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,2,36,22,3,4,IsoLtb,EasternLtb,1.2850139983197064,104.13294673798369,261.47142245150883,12.0,7.182579448423725,15.046152109258282
37,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,2,37,23,3,4,IsoLtb,EasternLtb,1.2845259504479447,104.12969205859606,261.47142245150883,12.0,7.380128093736543,14.848603463945464
38,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,2,38,24,3,4,IsoLtb,EasternLtb,1.2840378984326735,104.12643738045172,261.47142245150883,12.0,7.577676739049362,14.651054818632645
39,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,2,39,25,3,4,IsoLtb,EasternLtb,1.2835498422754694,104.12318270355021,261.47142245150883,12.0,7.775225384362179,14.453506173319827
40,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,2,40,26,3,4,IsoLtb,EasternLtb,1.2830617819779082,104.11992802789106,261.47142245150883,12.0,7.972774029674998,14.25595752800701
41,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,2,41,27,3,4,IsoLtb,EasternLtb,1.282573717541567,104.11667335347383,261.47142245150883,12.0,8.170322674987816,14.058408882694192
42,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,2,42,28,3,4,IsoLtb,EasternLtb,1.2820856489680217,104.11341868029803,261.47142245150883,12.0,8.367871320300633,13.860860237381374
43,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,2,43,29,3,4,IsoLtb,EasternLtb,1.2815975762588494,104.11016400836321,261.47142245150883,12.0,8.56541996561345,13.663311592068556
44,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,2,44,30,3,4,IsoLtb,EasternLtb,1.2811094994156262,104.10690933766891,261.47142245150883,12.0,8.76296861092627,13.465762946755737
45,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,2,45,31,3,4,IsoLtb,EasternLtb,1.2806214184399287,104.10365466821465,261.47142245150883,12.0,8.960517256239088,13.268214301442919
46,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,46,0,4,5,EasternLtb,Ferry,1.2801333333333333,104.1004,261.12292308746623,12.0,9.158065901551907,13.0706656561301
47,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,47,1,4,5,EasternLtb,Ferry,1.2796242554362935,104.0971397656077,261.12292308746623,12.0,9.356135590005868,12.872595967676139
48,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,48,2,4,5,EasternLtb,Ferry,1.2791151733974429,104.0938795325095,261.12292308746623,12.0,9.554205278459829,12.674526279222178
49,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,49,3,4,5,EasternLtb,Ferry,1.2786060872184317,104.09061930070494,261.12292308746623,12.0,9.75227496691379,12.476456590768217
50,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,50,4,4,5,EasternLtb,Ferry,1.27809699690091,104.08735907019347,261.12292308746623,12.0,9.95034465536775,12.278386902314256
51,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,51,5,4,5,EasternLtb,Ferry,1.2775879024465266,104.08409884097462,261.12292308746623,12.0,10.14841434382171,12.080317213860297
52,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,52,6,4,5,EasternLtb,Ferry,1.277078803856933,104.08083861304786,261.12292308746623,12.0,10.346484032275672,11.882247525406335
53,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,53,7,4,5,EasternLtb,Ferry,1.2765697011337782,104.0775783864127,261.12292308746623,12.0,10.544553720729631,11.684177836952376
54,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,54,8,4,5,EasternLtb,Ferry,1.2760605942787129,104.07431816106862,261.12292308746623,12.0,10.742623409183592,11.486108148498415
55,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,55,9,4,5,EasternLtb,Ferry,1.2755514832933865,104.07105793701511,261.12292308746623,12.0,10.940693097637553,11.288038460044454
56,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,56,10,4,5,EasternLtb,Ferry,1.2750423681794494,104.06779771425171,261.12292308746623,12.0,11.138762786091513,11.089968771590494
57,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,57,11,4,5,EasternLtb,Ferry,1.2745332489385517,104.06453749277787,261.12292308746623,12.0,11.336832474545474,10.891899083136533
58,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,58,12,4,5,EasternLtb,Ferry,1.2740241255723432,104.06127727259309,261.12292308746623,12.0,11.534902162999435,10.693829394682572
59,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,59,13,4,5,EasternLtb,Ferry,1.2735149980824738,104.05801705369689,261.12292308746623,12.0,11.732971851453396,10.495759706228611
60,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,60,14,4,5,EasternLtb,Ferry,1.273005866470594,104.05475683608873,261.12292308746623,12.0,11.931041539907357,10.29769001777465
61,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,61,15,4,5,EasternLtb,Ferry,1.2724967307383537,104.05149661976813,261.12292308746623,12.0,12.129111228361317,10.09962032932069
62,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,62,16,4,5,EasternLtb,Ferry,1.2719875908874032,104.04823640473458,261.12292308746623,12.0,12.327180916815276,9.90155064086673
63,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,63,17,4,5,EasternLtb,Ferry,1.2714784469193925,104.04497619098755,261.12292308746623,12.0,12.525250605269239,9.703480952412768
64,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,64,18,4,5,EasternLtb,Ferry,1.2709692988359715,104.0417159785266,261.12292308746623,12.0,12.723320293723198,9.505411263958809
65,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,65,19,4,5,EasternLtb,Ferry,1.2704601466387908,104.03845576735115,261.12292308746623,12.0,12.921389982177159,9.307341575504848
66,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,66,20,4,5,EasternLtb,Ferry,1.2699509903295,104.03519555746072,261.12292308746623,12.0,13.11945967063112,9.109271887050888
67,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,67,21,4,5,EasternLtb,Ferry,1.2694418299097494,104.03193534885483,261.12292308746623,12.0,13.31752935908508,8.911202198596927
68,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,68,22,4,5,EasternLtb,Ferry,1.2689326653811892,104.02867514153294,261.12292308746623,12.0,13.515599047539041,8.713132510142966
69,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,69,23,4,5,EasternLtb,Ferry,1.2684234967454695,104.02541493549458,261.12292308746623,12.0,13.713668735993002,8.515062821689005
70,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,70,24,4,5,EasternLtb,Ferry,1.267914324004241,104.02215473073922,261.12292308746623,12.0,13.911738424446963,8.316993133235044
71,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,71,25,4,5,EasternLtb,Ferry,1.2674051471591534,104.01889452726634,261.12292308746623,12.0,14.109808112900922,8.118923444781085
72,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,72,26,4,5,EasternLtb,Ferry,1.2668959662118568,104.01563432507548,261.12292308746623,12.0,14.307877801354884,7.920853756327123
73,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,73,27,4,5,EasternLtb,Ferry,1.2663867811640015,104.0123741241661,261.12292308746623,12.0,14.505947489808843,7.722784067873164
74,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,74,28,4,5,EasternLtb,Ferry,1.265877592017238,104.00911392453769,261.12292308746623,12.0,14.704017178262806,7.524714379419201
75,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,75,29,4,5,EasternLtb,Ferry,1.2653683987732165,104.00585372618977,261.12292308746623,12.0,14.902086866716765,7.326644690965242
76,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,3,76,30,4,5,EasternLtb,Ferry,1.264859201433587,104.00259352912182,261.12292308746623,12.0,15.100156555170726,7.1285750025112815
77,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,4,77,0,5,6,Ferry,Mano,1.2643499999999999,103.99933333333334,248.6340606491879,12.0,15.298226243624686,6.930505314057321
78,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,4,78,1,5,6,Ferry,Mano,1.2631290264619435,103.99621156215055,248.6340606491879,12.0,15.499442333641747,6.72928922404026
79,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,4,79,2,5,6,Ferry,Mano,1.2619080491753354,103.9930897939014,248.6340606491879,12.0,15.700658423658806,6.5280731340232006
80,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,4,80,3,5,6,Ferry,Mano,1.2606870681438047,103.98996802858309,248.6340606491879,12.0,15.901874513675867,6.32685704400614
81,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,4,81,4,5,6,Ferry,Mano,1.2594660833709792,103.9868462661928,248.6340606491879,12.0,16.103090603692927,6.12564095398908
82,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,4,82,5,5,6,Ferry,Mano,1.2582450948604866,103.98372450672768,248.6340606491879,12.0,16.30430669370999,5.924424863972018
83,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,4,83,6,5,6,Ferry,Mano,1.2570241026159554,103.9806027501849,248.6340606491879,12.0,16.50552278372705,5.723208773954958
84,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,4,84,7,5,6,Ferry,Mano,1.2558031066410136,103.97748099656164,248.6340606491879,12.0,16.706738873744108,5.521992683937899
85,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,4,85,8,5,6,Ferry,Mano,1.2545821069392895,103.97435924585506,248.6340606491879,12.0,16.90795496376117,5.3207765939208365
86,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,4,86,9,5,6,Ferry,Mano,1.253361103514411,103.97123749806232,248.6340606491879,12.0,17.10917105377823,5.119560503903777
87,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,4,87,10,5,6,Ferry,Mano,1.2521400963700067,103.96811575318061,248.6340606491879,12.0,17.31038714379529,4.918344413886718
88,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,4,88,11,5,6,Ferry,Mano,1.250919085509704,103.96499401120708,248.6340606491879,12.0,17.51160323381235,4.717128323869655
89,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,4,89,12,5,6,Ferry,Mano,1.249698070937132,103.96187227213893,248.6340606491879,12.0,17.71281932382941,4.515912233852596
90,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,4,90,13,5,6,Ferry,Mano,1.248477052655918,103.9587505359733,248.6340606491879,12.0,17.91403541384647,4.314696143835537
91,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,4,91,14,5,6,Ferry,Mano,1.2472560306696898,103.95562880270735,248.6340606491879,12.0,18.115251503863533,4.113480053818474
92,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,4,92,15,5,6,Ferry,Mano,1.2460350049820765,103.95250707233829,248.6340606491879,12.0,18.316467593880592,3.912263963801415
93,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,4,93,16,5,6,Ferry,Mano,1.2448139755967063,103.94938534486326,248.6340606491879,12.0,18.51768368389765,3.7110478737843557
94,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,4,94,17,5,6,Ferry,Mano,1.2435929425172065,103.94626362027945,248.6340606491879,12.0,18.718899773914714,3.509831783767293
95,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,4,95,18,5,6,Ferry,Mano,1.2423719057472054,103.943141898584,248.6340606491879,12.0,18.920115863931773,3.308615693750234
96,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,4,96,19,5,6,Ferry,Mano,1.2411508652903314,103.9400201797741,248.6340606491879,12.0,19.121331953948832,3.1073996037331746
97,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,4,97,20,5,6,Ferry,Mano,1.2399298211502123,103.93689846384692,248.6340606491879,12.0,19.322548043965895,2.906183513716112
98,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,4,98,21,5,6,Ferry,Mano,1.2387087733304767,103.93377675079961,248.6340606491879,12.0,19.523764133982954,2.7049674236990526
99,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,4,99,22,5,6,Ferry,Mano,1.2374877218347522,103.93065504062935,248.6340606491879,12.0,19.724980224000014,2.5037513336819934
100,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,5,100,0,6,7,Mano,PEBGA,1.2362666666666668,103.92753333333333,253.1758771873596,12.0,19.926196314017076,2.3025352436649307
101,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,5,101,1,6,7,Mano,PEBGA,1.2353416859885868,103.92447359942318,253.1758771873596,12.0,20.118074250989153,2.110657306692854
102,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,5,102,2,6,7,Mano,PEBGA,1.2344167017886296,103.9214138676434,253.1758771873596,12.0,20.30995218796123,1.9187793697207773
103,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,5,103,3,6,7,Mano,PEBGA,1.2334917140694346,103.91835413799241,253.1758771873596,12.0,20.50183012493331,1.7269014327486971
104,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,5,104,4,6,7,Mano,PEBGA,1.2325667228336434,103.91529441046862,253.1758771873596,12.0,20.693708061905387,1.5350234957766205
105,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,5,105,5,6,7,Mano,PEBGA,1.2316417280838954,103.91223468507043,253.1758771873596,12.0,20.885585998877463,1.3431455588045438
106,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,5,106,6,6,7,Mano,PEBGA,1.2307167298228314,103.90917496179627,253.1758771873596,12.0,21.07746393584954,1.1512676218324671
107,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,5,107,7,6,7,Mano,PEBGA,1.2297917280530912,103.90611524064452,253.1758771873596,12.0,21.26934187282162,0.9593896848603869
108,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,5,108,8,6,7,Mano,PEBGA,1.228866722777316,103.90305552161364,253.1758771873596,12.0,21.461219809793697,0.7675117478883102
109,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,5,109,9,6,7,Mano,PEBGA,1.2279417139981457,103.89999580470199,253.1758771873596,12.0,21.653097746765773,0.5756338109162336
110,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,5,110,10,6,7,Mano,PEBGA,1.2270167017182203,103.89693608990801,253.1758771873596,12.0,21.84497568373785,0.3837558739441569
111,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,5,111,11,6,7,Mano,PEBGA,1.2260916859401803,103.89387637723009,253.1758771873596,12.0,22.036853620709927,0.19187793697208022
112,P.Gudang WaitArea - PEBGA,SEA,PILOT_TO_PILOT,5,112,12,6,7,Mano,PEBGA,1.2251666666666667,103.89081666666667,253.1758771873596,12.0,22.228731557682007,0.0
